Dive Number,GF Minimum,GF Maximum,Surface Interval (min),Imperial Units,Start Battery Voltage,Start CNS %,Start Date,Start External O2 Sensor Status,Start Low Set Point,Start High Set Point,Computer Firmware Version,Max Depth,Max Time,Error History,End Battery Voltage,End CNS,End Date,End External O2 Sensor Status,End Low Set Point,End High Set Point,Computer Serial Number,Computer Firmware Version,Computer Model,Log Version,Deco Model,VPM-B Conservatism,Start Surface Pressure,End Surface Pressure,Product
398,20,85,2024,True,1.5,0,12/7/2025 8:39:59 PM,False,0,1,66,188.5,3813,,1.5,18,12/7/2025 9:43:27 PM,False,0,1,A3B2A90E,66,2,17,GF,20/85,1027,1027,Perdix 2
Time (sec),Depth,First Stop Depth,Time To Surface (min),Average PPO2,Fraction O2,Fraction He,First Stop Time,Current NDL,Current Circuit Mode,Current CCR Mode,Water Temp,Gas Switch Needed,External PPO2,Set Point Type,Circuit Switch Type,External O2 Sensor 1 (mV),External O2 Sensor 2 (mV),External O2 Sensor 3 (mV),Battery Voltage,Tank 1 pressure (PSI),Tank 2 pressure (PSI),Tank 3 pressure (PSI),Tank 4 pressure (PSI),Gas Time Remaining,SAC Rate (2 minute avg),Ascent Rate,Safe Ascent Depth,CO2mbar
3260,28.9,20,8,0.94,0.5,0,7,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3265,29.4,20,8,0.95,0.5,0,7,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3270,30,20,8,0.96,0.5,0,7,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3275,30.5,20,8,0.97,0.5,0,7,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3280,30.1,20,8,0.96,0.5,0,7,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3285,28.7,20,8,0.94,0.5,0,7,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3290,27.7,20,8,0.92,0.5,0,7,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3295,25,20,8,0.88,0.5,0,7,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3300,23.9,20,8,0.87,0.5,0,7,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3305,23.3,20,8,0.86,0.5,0,7,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3310,23.1,20,8,0.85,0.5,0,7,0,1,0,63,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3315,23.8,20,8,0.86,0.5,0,7,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3320,24.1,20,8,0.87,0.5,0,7,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3325,24.5,20,8,0.88,0.5,0,7,0,1,0,63,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3330,25.2,20,7,0.89,0.5,0,6,0,1,0,63,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3335,25.4,20,7,0.89,0.5,0,6,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3340,26,20,7,0.9,0.5,0,6,0,1,0,63,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3345,26.1,20,7,0.9,0.5,0,6,0,1,0,63,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3350,27.4,20,7,0.92,0.5,0,6,0,1,0,63,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3355,26.5,20,7,0.91,0.5,0,6,0,1,0,63,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3360,26.6,20,7,0.9,0.5,0,6,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3365,27.7,20,7,0.92,0.5,0,6,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3370,27.9,20,7,0.93,0.5,0,6,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3375,27.7,20,7,0.93,0.5,0,6,0,1,0,63,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3380,26.5,20,7,0.91,0.5,0,6,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3385,25.7,20,7,0.9,0.5,0,6,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3390,24.9,20,7,0.88,0.5,0,6,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3395,25.6,20,7,0.89,0.5,0,6,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3400,26.4,20,6,0.9,0.5,0,5,0,1,0,63,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3405,26.2,20,6,0.9,0.5,0,5,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3410,26.6,20,6,0.91,0.5,0,5,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3415,27.4,20,6,0.92,0.5,0,5,0,1,0,63,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3420,27.3,20,6,0.92,0.5,0,5,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3425,27.4,20,6,0.92,0.5,0,5,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3430,25.9,20,6,0.9,0.5,0,5,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3435,25.2,20,6,0.89,0.5,0,5,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3440,25.6,20,6,0.89,0.5,0,5,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3445,24.8,20,6,0.88,0.5,0,5,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3450,25.7,20,6,0.89,0.5,0,5,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3455,26.4,20,5,0.9,0.5,0,4,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3460,26.6,20,5,0.91,0.5,0,4,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3465,26.7,20,5,0.91,0.5,0,4,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3470,25,20,5,0.88,0.5,0,4,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3475,22.7,20,5,0.85,0.5,0,4,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3480,22.5,20,5,0.85,0.5,0,4,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3485,22.4,20,5,0.84,0.5,0,4,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3490,22.7,20,5,0.85,0.5,0,4,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3495,23.3,20,5,0.86,0.5,0,4,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3500,24,20,5,0.87,0.5,0,4,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3505,24.3,20,5,0.87,0.5,0,4,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3510,25.1,20,5,0.88,0.5,0,4,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3515,25.4,20,5,0.89,0.5,0,4,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3520,26.2,20,4,0.9,0.5,0,3,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3525,26.3,20,4,0.9,0.5,0,3,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3530,25.4,20,4,0.89,0.5,0,3,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3535,25.1,20,4,0.88,0.5,0,3,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3540,24.9,20,4,0.88,0.5,0,3,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3545,25.8,20,4,0.9,0.5,0,3,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3550,26.1,20,4,0.9,0.5,0,3,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3555,26.1,20,4,0.9,0.5,0,3,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3560,26.8,20,4,0.91,0.5,0,3,0,1,0,63,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3565,26.9,20,4,0.91,0.5,0,3,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3570,27.1,20,4,0.91,0.5,0,3,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3575,25.5,20,4,0.89,0.5,0,3,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3580,23.6,20,4,0.86,0.5,0,3,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3585,23,20,4,0.85,0.5,0,3,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3590,23,20,3,0.85,0.5,0,2,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3595,23.6,20,3,0.86,0.5,0,2,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3600,24.8,20,3,0.88,0.5,0,2,0,1,0,63,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3605,25.3,20,3,0.89,0.5,0,2,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3610,24.8,20,3,0.88,0.5,0,2,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3615,24.9,20,3,0.88,0.5,0,2,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3620,24.1,20,3,0.87,0.5,0,2,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3625,23.6,20,3,0.86,0.5,0,2,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3630,23.6,20,3,0.86,0.5,0,2,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3635,23.2,20,3,0.86,0.5,0,2,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3640,23.1,20,3,0.85,0.5,0,2,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3645,22.1,20,3,0.84,0.5,0,2,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3650,22.3,20,3,0.84,0.5,0,2,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3655,21.7,20,2,0.83,0.5,0,1,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3660,22.1,20,2,0.84,0.5,0,1,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3665,22.6,20,2,0.85,0.5,0,1,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3670,21.6,20,2,0.83,0.5,0,1,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3675,20.9,20,2,0.82,0.5,0,1,0,1,0,63,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3680,21.2,20,2,0.83,0.5,0,1,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3685,21.6,20,2,0.83,0.5,0,1,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3690,21.6,20,2,0.83,0.5,0,1,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3695,21.8,20,2,0.84,0.5,0,1,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3700,22.1,20,2,0.84,0.5,0,1,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3705,22.7,20,2,0.85,0.5,0,1,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3710,23,20,2,0.85,0.5,0,1,0,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3715,23.5,0,1,0.86,0.5,0,0,99,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3720,24.3,0,1,0.87,0.5,0,0,99,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3725,24.5,0,1,0.88,0.5,0,0,99,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3730,24.5,0,1,0.88,0.5,0,0,99,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3735,24.7,0,1,0.88,0.5,0,0,99,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3740,24,0,1,0.87,0.5,0,0,99,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3745,22.9,0,1,0.85,0.5,0,0,99,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3750,21.5,0,1,0.83,0.5,0,0,99,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3755,19.5,0,1,0.8,0.5,0,0,99,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3760,17.9,0,1,0.78,0.5,0,0,99,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3765,14.9,0,1,0.73,0.5,0,0,99,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3770,13.6,0,1,0.71,0.5,0,0,99,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3775,15,0,1,0.73,0.5,0,0,99,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3780,13.1,0,1,0.7,0.5,0,0,99,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3785,11.8,0,1,0.68,0.5,0,0,99,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3790,10.4,0,1,0.66,0.5,0,0,99,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3795,9.900001,0,1,0.66,0.5,0,0,99,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3800,8.400001,0,1,0.63,0.5,0,0,99,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3805,7.6,0,1,0.62,0.5,0,0,99,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3810,6,0,1,0.6,0.5,0,0,99,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3815,3.9,0,1,0.57,0.5,0,0,99,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3820,0,0,1,0.53,0.5,0,0,99,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3825,0,0,0,0.53,0.5,0,0,99,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3830,0,0,0,0.53,0.5,0,0,99,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3835,0,0,0,0.52,0.5,0,0,99,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3840,0,0,0,0.51,0.5,0,0,99,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3845,0,0,0,0.51,0.5,0,0,99,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3850,0,0,0,0.52,0.5,0,0,99,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3855,0,0,0,0.52,0.5,0,0,99,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3860,0,0,0,0.53,0.5,0,0,99,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3865,0,0,0,0.53,0.5,0,0,99,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3870,0,0,0,0.53,0.5,0,0,99,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3875,0,0,0,0.52,0.5,0,0,99,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3880,0,0,0,0.53,0.5,0,0,99,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3885,0,0,0,0.52,0.5,0,0,99,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3890,0,0,0,0.52,0.5,0,0,99,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3895,0,0,0,0.52,0.5,0,0,99,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3900,0,0,0,0.52,0.5,0,0,99,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3905,0,0,0,0.52,0.5,0,0,99,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3910,0,0,0,0.52,0.5,0,0,99,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3915,0,0,0,0.53,0.5,0,0,99,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3920,0,0,0,0.53,0.5,0,0,99,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3925,0,0,0,0.53,0.5,0,0,99,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3930,0,0,0,0.52,0.5,0,0,99,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3935,0,0,0,0.52,0.5,0,0,99,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3940,0,0,0,0.52,0.5,0,0,99,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3945,0,0,0,0.52,0.5,0,0,99,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3950,0,0,0,0.52,0.5,0,0,99,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3955,0,0,0,0.53,0.5,0,0,99,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3960,0,0,0,0.52,0.5,0,0,99,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3965,0,0,0,0.51,0.5,0,0,99,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3970,0,0,0,0.52,0.5,0,0,99,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3975,0,0,0,0.53,0.5,0,0,99,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3980,0,0,0,0.51,0.5,0,0,99,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3985,0,0,0,0.51,0.5,0,0,99,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3990,0,0,0,0.51,0.5,0,0,99,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3995,0,0,0,0.51,0.5,0,0,99,1,0,62,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
