Dive Number,GF Minimum,GF Maximum,Surface Interval (min),Imperial Units,Start Battery Voltage,Start CNS %,Start Date,Start External O2 Sensor Status,Start Low Set Point,Start High Set Point,Computer Firmware Version,Max Depth,Max Time,Error History,End Battery Voltage,End CNS,End Date,End External O2 Sensor Status,End Low Set Point,End High Set Point,Computer Serial Number,Computer Firmware Version,Computer Model,Log Version,Deco Model,VPM-B Conservatism,Start Surface Pressure,End Surface Pressure,Product
398,20,85,2024,True,1.5,0,12/7/2025 8:39:59 PM,False,0,1,66,188.5,3813,,1.5,18,12/7/2025 9:43:27 PM,False,0,1,A3B2A90E,66,2,17,GF,20/85,1027,1027,Perdix 2
Time (sec),Depth,First Stop Depth,Time To Surface (min),Average PPO2,Fraction O2,Fraction He,First Stop Time,Current NDL,Current Circuit Mode,Current CCR Mode,Water Temp,Gas Switch Needed,External PPO2,Set Point Type,Circuit Switch Type,External O2 Sensor 1 (mV),External O2 Sensor 2 (mV),External O2 Sensor 3 (mV),Battery Voltage,Tank 1 pressure (PSI),Tank 2 pressure (PSI),Tank 3 pressure (PSI),Tank 4 pressure (PSI),Gas Time Remaining,SAC Rate (2 minute avg),Ascent Rate,Safe Ascent Depth,CO2mbar
725,176,40,12,1.13,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
730,176.5,40,12,1.14,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
735,176.8,40,13,1.14,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
740,177,40,13,1.14,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
745,176.2,40,13,1.14,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
750,176.8,40,13,1.14,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
755,177.2,40,14,1.14,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
760,177.4,40,14,1.14,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
765,176.5,40,14,1.14,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
770,176,50,14,1.14,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
775,176,50,14,1.14,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
780,176.2,50,14,1.14,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
785,176.5,50,14,1.14,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
790,177,50,15,1.14,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
795,176.5,50,15,1.14,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
800,176.2,50,15,1.14,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
805,175.3,50,15,1.13,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
810,175.7,50,16,1.13,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
815,175.9,50,16,1.14,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
820,175.3,50,16,1.13,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
825,175.2,70,16,1.13,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
830,175.3,70,16,1.13,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
835,174.5,70,16,1.13,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
840,173.9,70,16,1.13,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
845,172,70,15,1.12,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
850,172,70,15,1.12,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
855,171.7,70,15,1.11,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
860,171.5,70,16,1.11,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
865,172.3,80,17,1.12,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
870,171.7,80,17,1.11,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
875,171.6,50,17,1.11,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
880,171.8,50,16,1.11,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
885,170.2,50,16,1.1,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
890,169.7,50,16,1.1,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
895,169.4,50,16,1.1,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
900,168.8,50,17,1.1,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
905,168.7,50,17,1.1,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
910,168.4,50,17,1.1,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
915,168.4,60,18,1.09,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
920,168.3,60,18,1.09,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
925,168.7,60,17,1.1,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
930,168.3,60,17,1.09,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
935,167.8,60,17,1.09,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
940,168.3,60,18,1.09,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
945,168,60,18,1.09,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
950,167.6,60,18,1.09,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
955,167.4,60,18,1.09,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
960,166.4,60,19,1.08,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
965,166.6,60,19,1.09,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
970,165.6,60,19,1.08,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
975,165.4,60,19,1.08,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
980,166.3,60,19,1.08,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
985,166,60,19,1.08,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
990,165.1,60,19,1.08,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
995,164.1,60,19,1.07,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1000,161.5,60,19,1.06,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1005,158.6,60,19,1.04,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1010,159.6,60,19,1.05,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1015,159.8,60,20,1.05,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1020,159.8,60,20,1.05,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1025,159.2,60,20,1.04,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1030,161.2,70,20,1.06,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1035,160.6,70,20,1.05,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1040,159.6,70,20,1.05,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1045,159.8,70,20,1.05,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1050,159.3,70,20,1.05,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1055,159.4,70,21,1.05,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1060,158.8,70,21,1.04,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1065,158.1,70,21,1.04,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1070,156.5,70,21,1.03,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1075,154.4,70,21,1.02,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1080,152.6,70,21,1.01,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1085,150.7,70,21,1,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1090,149.4,70,20,0.9899999,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1095,147.4,70,20,0.98,0.18,0.45,1,0,1,0,55,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1100,146.3,70,20,0.98,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1105,146.6,70,21,0.98,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1110,146.8,70,21,0.98,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1115,146.1,70,21,0.98,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1120,145.8,70,21,0.97,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1125,145.5,70,21,0.97,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1130,145,70,22,0.97,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1135,143.7,70,22,0.96,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1140,143.1,70,22,0.96,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1145,141.1,70,21,0.95,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1150,139.2,70,21,0.94,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1155,137.9,70,21,0.93,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1160,136.7,70,21,0.92,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1165,135.2,70,21,0.92,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1170,134.8,70,21,0.91,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1175,134.5,70,22,0.91,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1180,135.1,70,22,0.91,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1185,135.8,70,22,0.92,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1190,134.9,70,22,0.91,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1195,134.4,70,22,0.91,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1200,134.2,70,22,0.91,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1205,132.8,70,22,0.9,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1210,131.9,70,22,0.9,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1215,129.7,70,22,0.89,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1220,128.4,70,22,0.88,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1225,126.8,70,22,0.87,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1230,126,70,22,0.87,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1235,125.3,70,22,0.86,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1240,124.3,70,22,0.86,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1245,123.5,70,22,0.85,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1250,122.5,70,22,0.85,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1255,122.8,70,22,0.85,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1260,123.7,70,23,0.85,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1265,122.2,70,22,0.85,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1270,121.1,70,22,0.84,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1275,121.1,70,22,0.84,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1280,120.5,70,22,0.84,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1285,120.3,70,22,0.84,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1290,120.1,70,23,0.83,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1295,119.6,70,23,0.83,0.18,0.45,1,0,1,0,56,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1300,118.3,70,23,0.82,0.18,0.45,1,0,1,0,57,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1305,115.7,70,23,0.81,0.18,0.45,1,0,1,0,57,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1310,114.2,70,23,0.8,0.18,0.45,1,0,1,0,57,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1315,112.8,70,23,0.8,0.18,0.45,1,0,1,0,57,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1320,112.3,70,23,0.79,0.18,0.45,1,0,1,0,57,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1325,109.8,70,22,0.78,0.18,0.45,1,0,1,0,57,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1330,107.9,70,22,0.77,0.18,0.45,1,0,1,0,57,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1335,106.1,70,22,0.76,0.18,0.45,1,0,1,0,57,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1340,104.4,70,22,0.75,0.18,0.45,1,0,1,0,57,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1345,103.5,70,22,0.74,0.18,0.45,1,0,1,0,57,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1350,102.4,70,22,0.74,0.18,0.45,1,0,1,0,57,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1355,101.3,60,22,0.73,0.18,0.45,1,0,1,0,57,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1360,99.8,60,22,0.72,0.18,0.45,1,0,1,0,57,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1365,99.6,60,22,0.72,0.18,0.45,1,0,1,0,57,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1370,99.2,60,22,0.72,0.18,0.45,1,0,1,0,57,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1375,100.7,60,23,0.73,0.18,0.45,1,0,1,0,57,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1380,101.9,60,23,0.73,0.18,0.45,1,0,1,0,57,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1385,101.3,60,23,0.73,0.18,0.45,1,0,1,0,57,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1390,102.1,60,23,0.74,0.18,0.45,1,0,1,0,57,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1395,102.7,60,24,0.74,0.18,0.45,1,0,1,0,57,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1400,103.1,60,24,0.74,0.18,0.45,1,0,1,0,57,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1405,103.6,60,23,0.74,0.18,0.45,1,0,1,0,57,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1410,103.3,60,23,0.74,0.18,0.45,1,0,1,0,57,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1415,103.1,60,23,0.74,0.18,0.45,1,0,1,0,57,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1420,103.1,60,24,0.74,0.18,0.45,1,0,1,0,57,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1425,102.8,60,24,0.74,0.18,0.45,1,0,1,0,57,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1430,101.1,60,24,0.73,0.18,0.45,1,0,1,0,57,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1435,99.9,60,24,0.72,0.18,0.45,1,0,1,0,57,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
1440,98.7,60,24,0.72,0.18,0.45,1,0,1,0,57,False,True,0,0,0,0,0,1.45,AI is off,No comms for 90s +,N/A,N/A,N/A,GTR and SAC are off,0,0,0
