Time (s),Actual Depth (ft),First Stop Depth,Time To Surface,Average PP02 (text),Fraction O2 (text),Fraction He (text),First Stop Time,Current NDL,Current Circuit Mode,Water Temp (°F),Gas Switch Needed,External PPO2,Tank 1 pressure (psi),Tank 2 pressure (psi),Tank 3 pressure (psi),Tank 4 pressure (psi),Seconds,Display Minutes (text),Display Seconds (text),Max Depth (text),Actual Time (text),AM/PM Indicator (text),Gas Mixture (text)
0,0,0,0,0.19,18,45,0,0,1,63,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,0,0,00,0,8:39,pm,
5,-6.4,0,0,0.21,18,45,0,0,1,63,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,5,0,05,6.4,8:40,pm,
10,-12.3,0,1,0.25,18,45,0,99,1,63,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,10,0,10,12.3,8:40,pm,
15,-17.5,0,1,0.27,18,45,0,99,1,63,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,15,0,15,17.5,8:40,pm,
20,-20.6,0,1,0.29,18,45,0,99,1,63,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,20,0,20,20.6,8:40,pm,
25,-24.5,0,1,0.31,18,45,0,99,1,63,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,25,0,25,24.5,8:40,pm,
30,-26.3,0,1,0.32,18,45,0,99,1,63,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,30,0,30,26.3,8:40,pm,
35,-27.6,0,1,0.33,18,45,0,99,1,63,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,35,0,35,27.6,8:40,pm,
40,-29.6,0,1,0.34,18,45,0,99,1,63,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,40,0,40,29.6,8:40,pm,
45,-32.8,0,1,0.36,18,45,0,99,1,63,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,45,0,45,32.8,8:40,pm,
50,-35.8,0,1,0.37,18,45,0,99,1,63,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,50,0,50,35.8,8:40,pm,
55,-37.2,0,2,0.38,18,45,0,88,1,63,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,55,0,55,37.2,8:40,pm,
60,-39.7,0,2,0.4,18,45,0,88,1,63,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,0,1,00,39.7,8:40,pm,
65,-41.9,0,2,0.41,18,45,0,61,1,63,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,5,1,05,41.9,8:41,pm,
70,-42.6,0,2,0.41,18,45,0,57,1,63,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,10,1,10,42.6,8:41,pm,
75,-42.4,0,2,0.41,18,45,0,57,1,63,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,15,1,15,42.6,8:41,pm,
80,-41.6,0,2,0.41,18,45,0,57,1,63,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,20,1,20,42.6,8:41,pm,
85,-42,0,2,0.41,18,45,0,60,1,63,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,25,1,25,42.6,8:41,pm,
90,-41.8,0,2,0.41,18,45,0,58,1,63,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,30,1,30,42.6,8:41,pm,
95,-39.8,0,2,0.4,18,45,0,58,1,63,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,35,1,35,42.6,8:41,pm,
100,-39.3,0,2,0.4,18,45,0,71,1,63,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,40,1,40,42.6,8:41,pm,
105,-38,0,2,0.39,18,45,0,75,1,63,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,45,1,45,42.6,8:41,pm,
110,-36.7,0,2,0.38,18,45,0,75,1,63,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,50,1,50,42.6,8:41,pm,
115,-35.2,0,2,0.37,18,45,0,97,1,63,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,55,1,55,42.6,8:41,pm,
120,-33.4,0,1,0.36,18,45,0,99,1,63,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,0,2,00,42.6,8:41,pm,
125,-31.3,0,1,0.35,18,45,0,99,1,63,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,5,2,05,42.6,8:42,pm,
130,-29.8,0,1,0.35,18,45,0,99,1,63,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,10,2,10,42.6,8:42,pm,
135,-29.1,0,1,0.34,18,45,0,99,1,63,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,15,2,15,42.6,8:42,pm,
140,-29.4,0,1,0.34,18,45,0,99,1,63,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,20,2,20,42.6,8:42,pm,
145,-31.8,0,1,0.35,18,45,0,99,1,63,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,25,2,25,42.6,8:42,pm,
150,-32.1,0,1,0.36,18,45,0,99,1,63,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,30,2,30,42.6,8:42,pm,
155,-32.1,0,1,0.36,18,45,0,99,1,63,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,35,2,35,42.6,8:42,pm,
160,-32.8,0,1,0.36,18,45,0,99,1,63,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,40,2,40,42.6,8:42,pm,
165,-34.9,0,1,0.37,18,45,0,99,1,63,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,45,2,45,42.6,8:42,pm,
170,-36.8,0,2,0.38,18,45,0,90,1,63,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,50,2,50,42.6,8:42,pm,
175,-38.2,0,2,0.39,18,45,0,79,1,63,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,55,2,55,42.6,8:42,pm,
180,-38.9,0,2,0.39,18,45,0,79,1,63,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,0,3,00,42.6,8:42,pm,
185,-39.7,0,2,0.4,18,45,0,69,1,63,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,5,3,05,42.6,8:43,pm,
190,-40.3,0,2,0.4,18,45,0,69,1,63,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,10,3,10,42.6,8:43,pm,
195,-40.8,0,2,0.4,18,45,0,65,1,63,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,15,3,15,42.6,8:43,pm,
200,-40.7,0,2,0.4,18,45,0,64,1,63,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,20,3,20,42.6,8:43,pm,
205,-42.6,0,2,0.41,18,45,0,64,1,63,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,25,3,25,42.6,8:43,pm,
210,-45.2,0,2,0.43,18,45,0,55,1,63,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,30,3,30,45.2,8:43,pm,
215,-49.4,0,2,0.45,18,45,0,55,1,63,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,35,3,35,49.4,8:43,pm,
220,-53.7,0,2,0.47,18,45,0,35,1,63,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,40,3,40,53.7,8:43,pm,
225,-57.8,0,2,0.49,18,45,0,29,1,63,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,45,3,45,57.8,8:43,pm,
230,-61.8,0,2,0.52,18,45,0,29,1,63,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,50,3,50,61.8,8:43,pm,
235,-66.6,0,2,0.54,18,45,0,20,1,63,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,55,3,55,66.6,8:43,pm,
240,-71.9,0,3,0.57,18,45,0,16,1,63,TRUE,TRUE,AI is off,No comms for 90s +,N/A,N/A,0,4,00,71.9,8:43,pm,
245,-77.4,0,3,0.6,18,45,0,16,1,63,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,5,4,05,77.4,8:44,pm,
250,-83.9,0,3,0.63,18,45,0,10,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,10,4,10,83.9,8:44,pm,
255,-89.9,0,3,0.67,18,45,0,9,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,15,4,15,89.9,8:44,pm,
260,-94.9,0,3,0.69,18,45,0,9,1,62,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,20,4,20,94.9,8:44,pm,
265,-98.8,0,3,0.72,18,45,0,9,1,61,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,25,4,25,98.8,8:44,pm,
270,-102.6,0,3,0.74,18,45,0,7,1,61,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,30,4,30,102.6,8:44,pm,
275,-107.9,0,4,0.76,18,45,0,6,1,61,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,35,4,35,107.9,8:44,pm,
280,-111.7,0,4,0.79,18,45,0,6,1,61,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,40,4,40,111.7,8:44,pm,
285,-116.6,0,4,0.81,18,45,0,4,1,61,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,45,4,45,116.6,8:44,pm,
290,-119.9,0,4,0.83,18,45,0,4,1,61,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,50,4,50,119.9,8:44,pm,
295,-123.1,0,4,0.85,18,45,0,4,1,61,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,55,4,55,123.1,8:44,pm,
300,-126.7,0,4,0.87,18,45,0,3,1,61,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,0,5,00,126.7,8:44,pm,
305,-130.4,0,4,0.89,18,45,0,3,1,61,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,5,5,05,130.4,8:45,pm,
310,-134.2,0,4,0.91,18,45,0,3,1,60,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,10,5,10,134.2,8:45,pm,
315,-137.6,0,5,0.93,18,45,0,2,1,60,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,15,5,15,137.6,8:45,pm,
320,-141.3,0,5,0.95,18,45,0,2,1,60,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,20,5,20,141.3,8:45,pm,
325,-145.6,0,5,0.97,18,45,0,2,1,60,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,25,5,25,145.6,8:45,pm,
330,-150.1,0,5,0.99,18,45,0,2,1,60,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,30,5,30,150.1,8:45,pm,
335,-154.9,0,5,1.02,18,45,0,1,1,59,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,35,5,35,154.9,8:45,pm,
340,-157.9,0,5,1.04,18,45,0,1,1,59,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,40,5,40,157.9,8:45,pm,
345,-160.7,0,5,1.05,18,45,0,1,1,59,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,45,5,45,160.7,8:45,pm,
350,-163.6,0,5,1.07,18,45,0,0,1,59,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,50,5,50,163.6,8:45,pm,
355,-166.3,0,5,1.08,18,45,0,0,1,59,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,55,5,55,166.3,8:45,pm,
360,-168.9,0,5,1.1,18,45,0,0,1,59,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,0,6,00,168.9,8:45,pm,
365,-170.5,0,6,1.11,18,45,0,0,1,59,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,5,6,05,170.5,8:46,pm,
370,-173,0,6,1.12,18,45,0,0,1,59,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,10,6,10,173,8:46,pm,
375,-174.6,0,6,1.13,18,45,0,0,1,59,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,15,6,15,174.6,8:46,pm,
380,-176.5,0,6,1.14,18,45,0,0,1,59,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,20,6,20,176.5,8:46,pm,
385,-178.3,0,6,1.15,18,45,0,0,1,58,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,25,6,25,178.3,8:46,pm,
390,-180,0,6,1.16,18,45,0,0,1,58,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,30,6,30,180,8:46,pm,
395,-181.4,0,6,1.16,18,45,0,0,1,58,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,35,6,35,181.4,8:46,pm,
400,-183,0,6,1.17,18,45,0,0,1,58,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,40,6,40,183,8:46,pm,
405,-184.6,0,6,1.18,18,45,0,0,1,58,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,45,6,45,184.6,8:46,pm,
410,-185.7,0,6,1.19,18,45,0,0,1,58,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,50,6,50,185.7,8:46,pm,
415,-185.6,20,7,1.19,18,45,1,0,1,58,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,55,6,55,185.7,8:46,pm,
420,-184.9,20,7,1.18,18,45,1,0,1,57,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,0,7,00,185.7,8:46,pm,
425,-185.4,20,7,1.19,18,45,1,0,1,57,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,5,7,05,185.7,8:47,pm,
430,-186,20,7,1.19,18,45,1,0,1,57,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,10,7,10,186,8:47,pm,
435,-185.8,20,7,1.19,18,45,1,0,1,57,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,15,7,15,186,8:47,pm,
440,-185.7,20,7,1.19,18,45,1,0,1,57,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,20,7,20,186,8:47,pm,
445,-185.9,20,7,1.19,18,45,1,0,1,57,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,25,7,25,186,8:47,pm,
450,-186.2,20,7,1.19,18,45,1,0,1,57,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,30,7,30,186.2,8:47,pm,
455,-186.1,20,7,1.19,18,45,1,0,1,57,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,35,7,35,186.2,8:47,pm,
460,-185.8,20,7,1.19,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,40,7,40,186.2,8:47,pm,
465,-186.5,20,8,1.19,18,45,2,0,1,57,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,45,7,45,186.5,8:47,pm,
470,-186.6,20,8,1.19,18,45,2,0,1,57,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,50,7,50,186.6,8:47,pm,
475,-187.6,20,8,1.2,18,45,2,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,55,7,55,187.6,8:47,pm,
480,-187.2,20,8,1.2,18,45,2,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,0,8,00,187.6,8:47,pm,
485,-186.5,20,8,1.19,18,45,2,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,5,8,05,187.6,8:48,pm,
490,-186,20,8,1.19,18,45,2,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,10,8,10,187.6,8:48,pm,
495,-186.5,20,8,1.19,18,45,2,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,15,8,15,187.6,8:48,pm,
500,-187.9,20,9,1.2,18,45,3,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,20,8,20,187.9,8:48,pm,
505,-188.3,20,9,1.2,18,45,3,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,25,8,25,188.3,8:48,pm,
510,-187.5,20,9,1.2,18,45,3,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,30,8,30,188.3,8:48,pm,
515,-187.3,20,9,1.2,18,45,3,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,35,8,35,188.3,8:48,pm,
520,-187.1,20,9,1.2,18,45,3,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,40,8,40,188.3,8:48,pm,
525,-185.2,20,9,1.19,18,45,3,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,45,8,45,188.3,8:48,pm,
530,-183.8,20,9,1.18,18,45,3,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,50,8,50,188.3,8:48,pm,
535,-183.2,20,9,1.18,18,45,3,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,55,8,55,188.3,8:48,pm,
540,-183.1,20,9,1.17,18,45,3,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,0,9,00,188.3,8:48,pm,
545,-183.2,20,9,1.18,18,45,3,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,5,9,05,188.3,8:49,pm,
550,-183.4,20,9,1.18,18,45,3,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,10,9,10,188.3,8:49,pm,
555,-184.3,20,9,1.18,18,45,3,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,15,9,15,188.3,8:49,pm,
560,-185.4,20,10,1.19,18,45,4,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,20,9,20,188.3,8:49,pm,
565,-186.6,20,10,1.19,18,45,4,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,25,9,25,188.3,8:49,pm,
570,-187.3,30,10,1.2,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,30,9,30,188.3,8:49,pm,
575,-186.6,30,10,1.19,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,35,9,35,188.3,8:49,pm,
580,-186.4,30,10,1.19,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,40,9,40,188.3,8:49,pm,
585,-187,30,10,1.2,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,45,9,45,188.3,8:49,pm,
590,-187.5,30,10,1.2,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,50,9,50,188.3,8:49,pm,
595,-187.2,30,10,1.2,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,55,9,55,188.3,8:49,pm,
600,-187.3,30,10,1.2,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,0,10,00,188.3,8:49,pm,
605,-183.7,30,11,1.18,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,5,10,05,188.3,8:50,pm,
610,-180.8,30,11,1.16,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,10,10,10,188.3,8:50,pm,
615,-178.8,30,11,1.15,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,15,10,15,188.3,8:50,pm,
620,-176.7,30,10,1.14,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,20,10,20,188.3,8:50,pm,
625,-176.7,30,10,1.14,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,25,10,25,188.3,8:50,pm,
630,-175.6,30,10,1.13,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,30,10,30,188.3,8:50,pm,
635,-174.9,30,10,1.13,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,35,10,35,188.3,8:50,pm,
640,-172.7,30,10,1.12,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,40,10,40,188.3,8:50,pm,
645,-171.7,30,10,1.11,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,45,10,45,188.3,8:50,pm,
650,-172.3,30,10,1.11,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,50,10,50,188.3,8:50,pm,
655,-173.5,30,11,1.12,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,55,10,55,188.3,8:50,pm,
660,-174.2,40,10,1.12,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,0,11,00,188.3,8:50,pm,
665,-174.7,40,10,1.13,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,5,11,05,188.3,8:51,pm,
670,-175.3,40,11,1.13,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,10,11,10,188.3,8:51,pm,
675,-175.7,30,11,1.13,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,15,11,15,188.3,8:51,pm,
680,-176.5,30,11,1.14,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,20,11,20,188.3,8:51,pm,
685,-177.2,40,12,1.14,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,25,11,25,188.3,8:51,pm,
690,-177.4,40,12,1.14,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,30,11,30,188.3,8:51,pm,
695,-177.6,40,12,1.15,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,35,11,35,188.3,8:51,pm,
700,-176.8,40,12,1.14,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,40,11,40,188.3,8:51,pm,
705,-177,40,13,1.14,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,45,11,45,188.3,8:51,pm,
710,-176.6,40,13,1.14,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,50,11,50,188.3,8:51,pm,
715,-175.9,40,13,1.14,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,55,11,55,188.3,8:51,pm,
720,-176,40,12,1.14,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,0,12,00,188.3,8:51,pm,
725,-176,40,12,1.13,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,5,12,05,188.3,8:52,pm,
730,-176.5,40,12,1.14,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,10,12,10,188.3,8:52,pm,
735,-176.8,40,13,1.14,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,15,12,15,188.3,8:52,pm,
740,-177,40,13,1.14,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,20,12,20,188.3,8:52,pm,
745,-176.2,40,13,1.14,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,25,12,25,188.3,8:52,pm,
750,-176.8,40,13,1.14,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,30,12,30,188.3,8:52,pm,
755,-177.2,40,14,1.14,18,45,1,0,1,56,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,35,12,35,188.3,8:52,pm,
760,-177.4,40,14,1.14,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,40,12,40,188.3,8:52,pm,
765,-176.5,40,14,1.14,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,45,12,45,188.3,8:52,pm,
770,-176,50,14,1.14,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,50,12,50,188.3,8:52,pm,
775,-176,50,14,1.14,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,55,12,55,188.3,8:52,pm,
780,-176.2,50,14,1.14,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,0,13,00,188.3,8:52,pm,
785,-176.5,50,14,1.14,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,5,13,05,188.3,8:53,pm,
790,-177,50,15,1.14,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,10,13,10,188.3,8:53,pm,
795,-176.5,50,15,1.14,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,15,13,15,188.3,8:53,pm,
800,-176.2,50,15,1.14,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,20,13,20,188.3,8:53,pm,
805,-175.3,50,15,1.13,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,25,13,25,188.3,8:53,pm,
810,-175.7,50,16,1.13,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,30,13,30,188.3,8:53,pm,
815,-175.9,50,16,1.14,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,35,13,35,188.3,8:53,pm,
820,-175.3,50,16,1.13,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,40,13,40,188.3,8:53,pm,
825,-175.2,70,16,1.13,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,45,13,45,188.3,8:53,pm,
830,-175.3,70,16,1.13,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,50,13,50,188.3,8:53,pm,
835,-174.5,70,16,1.13,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,55,13,55,188.3,8:53,pm,
840,-173.9,70,16,1.13,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,0,14,00,188.3,8:53,pm,
845,-172,70,15,1.12,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,5,14,05,188.3,8:54,pm,
850,-172,70,15,1.12,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,10,14,10,188.3,8:54,pm,
855,-171.7,70,15,1.11,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,15,14,15,188.3,8:54,pm,
860,-171.5,70,16,1.11,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,20,14,20,188.3,8:54,pm,
865,-172.3,80,17,1.12,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,25,14,25,188.3,8:54,pm,
870,-171.7,80,17,1.11,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,30,14,30,188.3,8:54,pm,
875,-171.6,50,17,1.11,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,35,14,35,188.3,8:54,pm,
880,-171.8,50,16,1.11,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,40,14,40,188.3,8:54,pm,
885,-170.2,50,16,1.1,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,45,14,45,188.3,8:54,pm,
890,-169.7,50,16,1.1,18,45,1,0,1,55,FALSE,TRUE,AI is off,No comms for 90s +,N/A,N/A,50,14,50,188.3,8:54,pm,
